Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score,Product/Service,Category,Rating,Response Time (mins),Resolution Status
User experience is fantastic.,Positive,ChatSupport,2023-07-07 08:59:00,user11127,Singapore,0.77,Customer Portal,Technical,2,8,Resolved
Experience was fair.,Neutral,Email,2023-07-27 01:41:00,user11128,London,0.81,Customer Portal,Customer Support,5,106,Escalated
Service quality was consistent.,Neutral,Spotify,2023-06-30 22:23:00,user11129,Sydney,0.83,Website,Billing,2,15,Pending
Instructions were confusing.,Negative,TripAdvisor,2023-08-05 18:29:00,user11130,Toronto,0.87,Subscription,Technical,3,162,Resolved
Fast and friendly communication.,Positive,TripAdvisor,2023-08-05 21:19:00,user11131,London,0.95,Product A,Website Experience,2,46,Escalated
Website kept crashing.,Negative,Email,2023-08-30 14:50:00,user11132,Berlin,0.95,Customer Portal,Website Experience,3,8,Pending
Neutral feeling about the experience.,Neutral,Twitter,2023-07-28 19:27:00,user11133,Sydney,0.9,Mobile App,Delivery,2,125,Resolved
Fast and friendly communication.,Positive,Email,2023-07-10 16:04:00,user11134,Toronto,0.82,Product B,Refund,4,98,Resolved
Response time could be better.,Neutral,ChatSupport,2023-09-13 08:51:00,user11135,Mumbai,0.73,Gift Card,Billing,3,25,Resolved
Amazing service!,Positive,Spotify,2023-09-16 15:27:00,user11136,Sydney,0.88,Product B,Website Experience,4,59,Resolved
Amazing service!,Positive,Spotify,2023-08-29 00:28:00,user11137,Paris,0.77,Premium Plan,Customer Support,3,67,Resolved
Fast and friendly communication.,Positive,Email,2023-06-25 04:13:00,user11138,New York,0.8,Delivery Service,Technical,1,154,Resolved
Received wrong item.,Negative,ChatSupport,2023-09-28 15:37:00,user11139,Mumbai,0.81,Premium Plan,Refund,5,156,Resolved
Not worth the money.,Negative,Email,2023-07-01 09:57:00,user11140,Paris,0.87,Product B,Billing,5,33,Pending
Neutral feeling about the experience.,Neutral,Yelp,2023-08-04 03:00:00,user11141,London,0.76,Product A,Billing,3,106,Resolved
Neutral feeling about the experience.,Neutral,ChatSupport,2023-09-01 03:14:00,user11142,Dubai,0.93,Customer Portal,Usability,4,125,Escalated
Loved the product!,Positive,IMDb,2023-08-30 05:05:00,user11143,Los Angeles,0.92,Website,Refund,3,53,Pending
Response time could be better.,Neutral,TripAdvisor,2023-06-08 18:52:00,user11144,Sydney,0.82,Product B,Website Experience,5,17,Resolved
Customer support never replied.,Negative,Email,2023-08-05 00:56:00,user11145,Sydney,0.94,Customer Portal,Technical,1,40,Resolved
Customer care was top-notch.,Positive,TripAdvisor,2023-06-07 23:59:00,user11146,Toronto,0.93,Product B,Customer Support,2,73,Resolved
Fast and friendly communication.,Positive,Yelp,2023-07-12 09:28:00,user11147,London,0.92,Premium Plan,Refund,3,146,Resolved
Everything worked perfectly.,Positive,Website Testimonial,2023-06-05 21:30:00,user11148,New York,0.94,Subscription,Website Experience,1,159,Resolved
Chat was fine but not great.,Neutral,Website Testimonial,2023-06-10 16:54:00,user11149,Paris,0.71,Product B,Customer Support,5,6,Pending
Not worth the money.,Negative,ChatSupport,2023-06-05 22:15:00,user11150,Paris,0.81,Delivery Service,Delivery,1,25,Resolved
Great quality and quick delivery.,Positive,TripAdvisor,2023-06-28 11:45:00,user11151,Los Angeles,0.72,Mobile App,Website Experience,4,18,Resolved
Great quality and quick delivery.,Positive,Yelp,2023-08-20 08:03:00,user11152,Berlin,0.88,Premium Plan,Website Experience,3,147,Resolved
Delivery took too long.,Negative,Email,2023-08-22 22:00:00,user11153,London,0.75,Premium Plan,Product Quality,2,176,Resolved
Received wrong item.,Negative,Yelp,2023-06-08 13:20:00,user11154,Sydney,0.87,Product B,Product Quality,5,56,Resolved
Customer care was top-notch.,Positive,Twitter,2023-08-04 02:41:00,user11155,Berlin,0.71,Subscription,Technical,3,41,Pending
Loved the product!,Positive,TripAdvisor,2023-06-23 18:06:00,user11156,Dubai,0.72,Subscription,Customer Support,3,130,Resolved
Product quality is acceptable.,Neutral,Yelp,2023-09-11 00:41:00,user11157,Paris,0.9,Subscription,Billing,4,158,Resolved
Website kept crashing.,Negative,Twitter,2023-08-04 21:42:00,user11158,Toronto,0.92,Product B,Technical,1,46,Resolved
Neutral feeling about the experience.,Neutral,Yelp,2023-08-26 14:47:00,user11159,Berlin,0.92,Product A,Usability,1,69,Pending
Amazing service!,Positive,ChatSupport,2023-09-20 06:54:00,user11160,New York,0.86,Subscription,Usability,2,98,Resolved
Neutral feeling about the experience.,Neutral,ChatSupport,2023-07-07 07:09:00,user11161,Berlin,0.89,Website,Usability,2,91,Resolved
Service quality was consistent.,Neutral,Amazon Reviews,2023-08-13 18:34:00,user11162,Toronto,0.87,Mobile App,Delivery,2,84,Resolved
Service quality was consistent.,Neutral,Twitter,2023-07-09 07:35:00,user11163,Sydney,0.92,Premium Plan,Product Quality,4,79,Escalated
Very satisfied with the response.,Positive,ChatSupport,2023-09-17 03:24:00,user11164,Berlin,0.86,Gift Card,Customer Support,4,66,Resolved
Excellent support team.,Positive,Spotify,2023-08-25 01:22:00,user11165,Paris,0.79,Customer Portal,Website Experience,4,94,Pending
"It was okay, nothing special.",Neutral,Amazon Reviews,2023-07-25 21:43:00,user11166,Dubai,0.78,Delivery Service,Website Experience,3,175,Resolved
Average performance.,Neutral,ChatSupport,2023-08-08 21:05:00,user11167,Los Angeles,0.88,Mobile App,Technical,2,91,Resolved
Neutral feeling about the experience.,Neutral,TripAdvisor,2023-08-03 12:19:00,user11168,Toronto,0.89,Delivery Service,Product Quality,5,173,Escalated
"Terrible experience, very disappointed.",Negative,Website Testimonial,2023-07-09 03:44:00,user11169,Paris,0.79,Website,Usability,4,80,Resolved
Customer care was top-notch.,Positive,ChatSupport,2023-08-03 16:08:00,user11170,Toronto,0.71,Customer Portal,Customer Support,5,151,Resolved
User experience is fantastic.,Positive,Email,2023-06-06 12:23:00,user11171,Paris,0.7,Delivery Service,Refund,4,152,Pending
Chat was fine but not great.,Neutral,Email,2023-06-12 03:36:00,user11172,New York,0.79,Gift Card,Usability,2,74,Pending
Website kept crashing.,Negative,Website Testimonial,2023-09-07 22:48:00,user11173,Los Angeles,0.89,Customer Portal,Technical,3,146,Resolved
I will definitely recommend this to friends.,Positive,Twitter,2023-06-10 19:49:00,user11174,Mumbai,0.76,Gift Card,Website Experience,2,178,Resolved
Service quality was consistent.,Neutral,Spotify,2023-07-25 16:13:00,user11175,Berlin,0.92,Gift Card,Technical,2,63,Resolved
Everything worked perfectly.,Positive,Amazon Reviews,2023-09-11 11:55:00,user11176,Toronto,0.92,Subscription,Website Experience,1,129,Pending
Neither good nor bad.,Neutral,Website Testimonial,2023-09-07 05:42:00,user11177,Los Angeles,0.82,Mobile App,Technical,1,96,Resolved
Product quality is acceptable.,Neutral,ChatSupport,2023-09-17 06:53:00,user11178,Toronto,0.72,Subscription,Billing,3,54,Resolved
Neither good nor bad.,Neutral,Website Testimonial,2023-08-31 20:12:00,user11179,Paris,0.95,Mobile App,Billing,4,38,Resolved
Fast and friendly communication.,Positive,Website Testimonial,2023-09-01 06:48:00,user11180,Singapore,0.94,Product B,Refund,2,146,Pending
Response time could be better.,Neutral,Website Testimonial,2023-08-28 15:48:00,user11181,Sydney,0.77,Gift Card,Refund,1,24,Resolved
User experience is fantastic.,Positive,Email,2023-07-10 21:30:00,user11182,Los Angeles,0.84,Delivery Service,Customer Support,5,63,Resolved
Fast and friendly communication.,Positive,Website Testimonial,2023-07-15 19:28:00,user11183,Singapore,0.87,Subscription,Website Experience,2,67,Resolved
Received wrong item.,Negative,Twitter,2023-09-23 04:02:00,user11184,London,0.78,Product B,Billing,3,130,Resolved
Customer support never replied.,Negative,Twitter,2023-06-01 14:34:00,user11185,Berlin,0.77,Website,Customer Support,2,62,Escalated
"Terrible experience, very disappointed.",Negative,IMDb,2023-06-20 13:40:00,user11186,Berlin,0.9,Gift Card,Delivery,3,107,Escalated
"It was okay, nothing special.",Neutral,Yelp,2023-06-15 05:02:00,user11187,Sydney,0.91,Subscription,Customer Support,3,145,Escalated
I will definitely recommend this to friends.,Positive,IMDb,2023-06-26 17:01:00,user11188,Dubai,0.79,Product A,Website Experience,4,159,Resolved
Chatbot was useless and unhelpful.,Negative,Amazon Reviews,2023-06-08 22:12:00,user11189,Los Angeles,0.89,Premium Plan,Technical,2,133,Resolved
Customer support never replied.,Negative,ChatSupport,2023-07-28 01:03:00,user11190,Singapore,0.82,Subscription,Customer Support,5,67,Resolved
Not worth the money.,Negative,IMDb,2023-07-16 10:02:00,user11191,Singapore,0.93,Delivery Service,Technical,1,104,Resolved
Website kept crashing.,Negative,Amazon Reviews,2023-09-03 09:34:00,user11192,Paris,0.72,Premium Plan,Website Experience,3,167,Resolved
Chat was fine but not great.,Neutral,Amazon Reviews,2023-07-01 21:44:00,user11193,New York,0.71,Premium Plan,Billing,1,18,Pending
Response time could be better.,Neutral,ChatSupport,2023-09-22 11:09:00,user11194,Dubai,0.88,Premium Plan,Usability,2,58,Resolved
Very satisfied with the response.,Positive,Email,2023-06-06 05:02:00,user11195,Dubai,0.78,Product B,Website Experience,2,146,Resolved
Slow response from team.,Negative,ChatSupport,2023-07-16 17:08:00,user11196,Toronto,0.7,Mobile App,Customer Support,1,147,Resolved
"Met expectations, no issues.",Neutral,ChatSupport,2023-07-13 14:50:00,user11197,Dubai,0.87,Product A,Refund,3,12,Resolved
I will definitely recommend this to friends.,Positive,ChatSupport,2023-08-28 20:45:00,user11198,London,0.84,Mobile App,Billing,4,136,Resolved
Not worth the money.,Negative,Twitter,2023-07-09 16:39:00,user11199,London,0.94,Premium Plan,Refund,3,173,Resolved
Product arrived damaged.,Negative,Spotify,2023-08-02 08:04:00,user11200,Mumbai,0.78,Delivery Service,Refund,3,132,Resolved
Customer support never replied.,Negative,Twitter,2023-06-12 12:15:00,user11201,Mumbai,0.78,Subscription,Technical,1,55,Resolved
Experience was fair.,Neutral,Twitter,2023-08-09 11:14:00,user11202,Toronto,0.72,Delivery Service,Technical,5,125,Resolved
I will definitely recommend this to friends.,Positive,Yelp,2023-07-12 15:43:00,user11203,New York,0.9,Customer Portal,Website Experience,3,165,Resolved
Neither good nor bad.,Neutral,Email,2023-09-18 01:57:00,user11204,Singapore,0.94,Premium Plan,Usability,1,174,Escalated
Product arrived damaged.,Negative,Yelp,2023-06-23 11:57:00,user11205,Mumbai,0.92,Premium Plan,Technical,2,42,Escalated
Amazing service!,Positive,ChatSupport,2023-06-03 22:18:00,user11206,Toronto,0.76,Mobile App,Usability,5,168,Resolved
"It was okay, nothing special.",Neutral,IMDb,2023-07-27 07:55:00,user11207,Paris,0.86,Premium Plan,Customer Support,2,178,Pending
Delivery took too long.,Negative,Website Testimonial,2023-09-29 14:36:00,user11208,Sydney,0.77,Premium Plan,Billing,4,180,Resolved
Delivery took too long.,Negative,Amazon Reviews,2023-06-05 05:27:00,user11209,Dubai,0.76,Subscription,Refund,1,22,Resolved
Fast and friendly communication.,Positive,Yelp,2023-08-25 17:13:00,user11210,New York,0.74,Delivery Service,Billing,4,105,Escalated
"Met expectations, no issues.",Neutral,TripAdvisor,2023-08-23 22:16:00,user11211,Paris,0.89,Customer Portal,Product Quality,1,167,Pending
Not worth the money.,Negative,ChatSupport,2023-06-14 20:29:00,user11212,Singapore,0.84,Product B,Refund,5,141,Resolved
Experience was fair.,Neutral,Website Testimonial,2023-08-09 04:31:00,user11213,Singapore,0.85,Product A,Technical,5,65,Resolved
Chat was fine but not great.,Neutral,Website Testimonial,2023-07-09 06:02:00,user11214,Singapore,0.87,Gift Card,Usability,2,90,Resolved
Service quality was consistent.,Neutral,Twitter,2023-07-27 23:05:00,user11215,Sydney,0.94,Premium Plan,Refund,5,14,Pending
I will definitely recommend this to friends.,Positive,Email,2023-09-29 00:34:00,user11216,Singapore,0.75,Website,Usability,2,142,Resolved
Website kept crashing.,Negative,Email,2023-07-16 22:40:00,user11217,Toronto,0.72,Customer Portal,Technical,4,30,Resolved
Not worth the money.,Negative,ChatSupport,2023-06-10 12:06:00,user11218,Sydney,0.77,Premium Plan,Product Quality,4,35,Resolved
Delivery took too long.,Negative,Twitter,2023-09-01 17:53:00,user11219,Mumbai,0.92,Mobile App,Customer Support,4,173,Pending
Not worth the money.,Negative,Email,2023-08-09 02:14:00,user11220,Sydney,0.91,Subscription,Website Experience,4,52,Resolved
Response time could be better.,Neutral,Email,2023-08-03 13:57:00,user11221,Berlin,0.71,Customer Portal,Billing,5,74,Resolved
"Terrible experience, very disappointed.",Negative,Website Testimonial,2023-06-08 02:03:00,user11222,Toronto,0.91,Product A,Customer Support,5,69,Resolved
Product quality is acceptable.,Neutral,IMDb,2023-08-25 21:32:00,user11223,New York,0.71,Product B,Delivery,5,175,Resolved
Response time could be better.,Neutral,Yelp,2023-08-22 23:45:00,user11224,Berlin,0.92,Subscription,Website Experience,4,150,Pending
Customer care was top-notch.,Positive,Email,2023-09-11 08:46:00,user11225,Dubai,0.72,Product A,Usability,4,132,Resolved
Received wrong item.,Negative,ChatSupport,2023-08-11 01:08:00,user11226,Toronto,0.75,Premium Plan,Billing,2,9,Resolved
"Met expectations, no issues.",Neutral,Spotify,2023-08-10 13:22:00,user11227,Mumbai,0.77,Gift Card,Refund,4,44,Escalated
Slow response from team.,Negative,IMDb,2023-07-07 03:46:00,user11228,New York,0.78,Gift Card,Usability,3,93,Resolved
Chatbot was useless and unhelpful.,Negative,IMDb,2023-07-05 20:26:00,user11229,Los Angeles,0.75,Delivery Service,Refund,4,9,Resolved
Service quality was consistent.,Neutral,IMDb,2023-06-15 11:50:00,user11230,Los Angeles,0.88,Delivery Service,Usability,2,102,Pending
Received wrong item.,Negative,ChatSupport,2023-06-23 13:23:00,user11231,Dubai,0.9,Gift Card,Delivery,3,170,Resolved
Neither good nor bad.,Neutral,TripAdvisor,2023-06-03 19:58:00,user11232,Dubai,0.87,Subscription,Website Experience,2,145,Resolved
Neither good nor bad.,Neutral,Email,2023-08-02 05:46:00,user11233,Toronto,0.76,Subscription,Usability,1,73,Resolved
Customer support never replied.,Negative,IMDb,2023-08-17 08:17:00,user11234,Berlin,0.81,Subscription,Website Experience,5,14,Resolved
Instructions were confusing.,Negative,Spotify,2023-07-14 18:02:00,user11235,Mumbai,0.83,Subscription,Refund,5,57,Pending
Average performance.,Neutral,Email,2023-08-29 04:33:00,user11236,Berlin,0.85,Premium Plan,Refund,3,60,Escalated
Loved the product!,Positive,IMDb,2023-09-07 18:48:00,user11237,Berlin,0.89,Premium Plan,Website Experience,2,149,Resolved
Received wrong item.,Negative,Website Testimonial,2023-07-18 02:37:00,user11238,Los Angeles,0.9,Product B,Customer Support,1,119,Resolved
Delivery took too long.,Negative,IMDb,2023-07-06 00:50:00,user11239,Dubai,0.93,Subscription,Usability,3,118,Pending
Loved the product!,Positive,IMDb,2023-09-02 10:25:00,user11240,Dubai,0.71,Product A,Delivery,1,95,Resolved
Not worth the money.,Negative,ChatSupport,2023-09-23 22:43:00,user11241,New York,0.74,Subscription,Usability,3,6,Escalated
Chatbot was useless and unhelpful.,Negative,Amazon Reviews,2023-08-10 18:24:00,user11242,Toronto,0.86,Mobile App,Product Quality,4,22,Pending
Very satisfied with the response.,Positive,Yelp,2023-06-20 09:37:00,user11243,Los Angeles,0.71,Subscription,Refund,5,104,Pending
"It was okay, nothing special.",Neutral,Twitter,2023-09-15 03:51:00,user11244,Singapore,0.95,Gift Card,Product Quality,4,37,Resolved
Website kept crashing.,Negative,Amazon Reviews,2023-07-15 13:54:00,user11245,London,0.71,Delivery Service,Refund,2,155,Resolved
Experience was fair.,Neutral,Yelp,2023-08-11 00:18:00,user11246,Los Angeles,0.8,Website,Website Experience,5,55,Resolved
Product quality is acceptable.,Neutral,TripAdvisor,2023-09-26 04:29:00,user11247,London,0.75,Delivery Service,Usability,2,122,Resolved
Average performance.,Neutral,Spotify,2023-08-14 06:28:00,user11248,Los Angeles,0.91,Subscription,Delivery,5,105,Escalated
"Met expectations, no issues.",Neutral,Twitter,2023-09-26 19:17:00,user11249,Toronto,0.86,Mobile App,Website Experience,1,57,Pending
Experience was fair.,Neutral,Yelp,2023-06-20 05:20:00,user11250,Dubai,0.93,Product B,Customer Support,2,82,Pending
Product arrived damaged.,Negative,Amazon Reviews,2023-08-08 11:29:00,user11251,Dubai,0.94,Product B,Product Quality,3,73,Resolved
Product quality is acceptable.,Neutral,IMDb,2023-08-18 20:41:00,user11252,New York,0.77,Customer Portal,Customer Support,3,87,Resolved
Loved the product!,Positive,Website Testimonial,2023-07-18 21:19:00,user11253,Berlin,0.91,Customer Portal,Website Experience,5,69,Pending
Everything worked perfectly.,Positive,Amazon Reviews,2023-08-24 00:42:00,user11254,Toronto,0.72,Customer Portal,Billing,5,9,Resolved
Very satisfied with the response.,Positive,TripAdvisor,2023-06-22 17:39:00,user11255,Dubai,0.71,Delivery Service,Technical,5,74,Resolved
Experience was fair.,Neutral,Website Testimonial,2023-07-25 20:38:00,user11256,Dubai,0.9,Delivery Service,Website Experience,3,78,Resolved
"Terrible experience, very disappointed.",Negative,Twitter,2023-06-02 03:03:00,user11257,Sydney,0.92,Subscription,Refund,5,26,Pending
User experience is fantastic.,Positive,IMDb,2023-09-01 07:48:00,user11258,Paris,0.73,Delivery Service,Usability,4,108,Resolved
Received wrong item.,Negative,Website Testimonial,2023-08-16 23:41:00,user11259,Los Angeles,0.71,Gift Card,Billing,3,19,Escalated
"It was okay, nothing special.",Neutral,Website Testimonial,2023-06-23 20:07:00,user11260,Los Angeles,0.78,Subscription,Technical,5,175,Resolved
Delivery took too long.,Negative,Spotify,2023-08-30 02:34:00,user11261,Singapore,0.94,Website,Billing,1,55,Escalated
"It was okay, nothing special.",Neutral,ChatSupport,2023-08-12 23:03:00,user11262,Toronto,0.88,Website,Usability,3,136,Resolved
"Terrible experience, very disappointed.",Negative,Spotify,2023-06-24 03:57:00,user11263,Los Angeles,0.89,Gift Card,Product Quality,5,27,Resolved
Loved the product!,Positive,Email,2023-07-23 05:25:00,user11264,London,0.86,Product B,Customer Support,5,61,Pending
"It was okay, nothing special.",Neutral,Spotify,2023-09-06 01:20:00,user11265,London,0.84,Gift Card,Delivery,1,116,Resolved
Neutral feeling about the experience.,Neutral,Yelp,2023-07-13 18:38:00,user11266,Mumbai,0.89,Product A,Website Experience,5,170,Pending
Product arrived damaged.,Negative,Amazon Reviews,2023-06-27 06:34:00,user11267,New York,0.86,Premium Plan,Delivery,2,165,Resolved
Received wrong item.,Negative,Twitter,2023-08-19 07:59:00,user11268,Paris,0.81,Customer Portal,Customer Support,4,143,Resolved
Customer support never replied.,Negative,Spotify,2023-09-02 18:33:00,user11269,Dubai,0.76,Product B,Technical,2,40,Escalated
"Terrible experience, very disappointed.",Negative,Amazon Reviews,2023-09-15 19:49:00,user11270,Berlin,0.93,Product A,Billing,2,36,Resolved
Experience was fair.,Neutral,Website Testimonial,2023-06-05 09:33:00,user11271,Sydney,0.81,Website,Website Experience,4,33,Resolved
Received wrong item.,Negative,Email,2023-08-17 12:00:00,user11272,New York,0.78,Gift Card,Billing,2,138,Resolved
"Met expectations, no issues.",Neutral,IMDb,2023-07-08 09:45:00,user11273,Dubai,0.81,Product A,Refund,4,125,Escalated
Great quality and quick delivery.,Positive,Email,2023-09-14 00:25:00,user11274,Singapore,0.88,Premium Plan,Product Quality,5,149,Resolved
Delivery took too long.,Negative,Email,2023-07-13 11:12:00,user11275,Toronto,0.71,Product B,Delivery,2,170,Resolved
Everything worked perfectly.,Positive,IMDb,2023-07-31 15:31:00,user11276,Berlin,0.75,Delivery Service,Refund,5,75,Resolved
Neutral feeling about the experience.,Neutral,Amazon Reviews,2023-09-17 03:46:00,user11277,Mumbai,0.72,Subscription,Refund,3,22,Resolved
Chatbot was useless and unhelpful.,Negative,Email,2023-09-25 13:38:00,user11278,Toronto,0.7,Premium Plan,Usability,1,148,Resolved
Fast and friendly communication.,Positive,Email,2023-07-22 14:45:00,user11279,New York,0.85,Product A,Customer Support,4,71,Resolved
Product quality is acceptable.,Neutral,IMDb,2023-07-03 17:30:00,user11280,London,0.81,Website,Customer Support,1,33,Resolved
Great quality and quick delivery.,Positive,Website Testimonial,2023-09-07 19:49:00,user11281,Toronto,0.76,Customer Portal,Usability,5,169,Escalated
Excellent support team.,Positive,TripAdvisor,2023-07-18 09:48:00,user11282,Sydney,0.8,Mobile App,Website Experience,1,53,Resolved
Amazing service!,Positive,IMDb,2023-08-06 13:35:00,user11283,Berlin,0.79,Website,Refund,5,147,Resolved
Slow response from team.,Negative,Spotify,2023-06-06 10:16:00,user11284,Sydney,0.71,Mobile App,Billing,2,165,Resolved
Loved the product!,Positive,Yelp,2023-06-12 15:44:00,user11285,New York,0.7,Gift Card,Billing,3,31,Resolved
"Met expectations, no issues.",Neutral,Yelp,2023-09-14 18:05:00,user11286,Singapore,0.83,Website,Customer Support,2,87,Resolved
Fast and friendly communication.,Positive,Website Testimonial,2023-08-13 19:37:00,user11287,London,0.77,Product B,Product Quality,1,9,Pending
Service quality was consistent.,Neutral,Spotify,2023-07-01 02:11:00,user11288,Toronto,0.82,Customer Portal,Refund,1,70,Resolved
Response time could be better.,Neutral,IMDb,2023-06-24 12:28:00,user11289,New York,0.74,Subscription,Technical,4,113,Resolved
Fast and friendly communication.,Positive,TripAdvisor,2023-07-11 04:05:00,user11290,Berlin,0.92,Product A,Billing,5,65,Pending
Average performance.,Neutral,TripAdvisor,2023-08-28 22:34:00,user11291,Berlin,0.92,Mobile App,Website Experience,4,169,Resolved
Experience was fair.,Neutral,Email,2023-09-18 22:46:00,user11292,Mumbai,0.79,Product B,Customer Support,2,113,Resolved
Average performance.,Neutral,Amazon Reviews,2023-08-05 05:26:00,user11293,Dubai,0.95,Premium Plan,Delivery,4,121,Resolved
Fast and friendly communication.,Positive,ChatSupport,2023-08-03 00:24:00,user11294,Mumbai,0.77,Premium Plan,Refund,1,36,Resolved
Not worth the money.,Negative,Email,2023-08-20 00:48:00,user11295,Los Angeles,0.85,Product A,Technical,5,53,Resolved
Delivery took too long.,Negative,Email,2023-07-19 01:22:00,user11296,Mumbai,0.87,Customer Portal,Usability,3,143,Resolved
Fast and friendly communication.,Positive,IMDb,2023-09-03 03:54:00,user11297,Los Angeles,0.83,Customer Portal,Website Experience,3,135,Resolved
Product quality is acceptable.,Neutral,Twitter,2023-07-05 21:39:00,user11298,London,0.74,Customer Portal,Refund,4,161,Resolved
Delivery took too long.,Negative,Yelp,2023-06-17 05:09:00,user11299,Singapore,0.85,Product A,Refund,4,44,Resolved
Not worth the money.,Negative,Spotify,2023-07-08 11:20:00,user11300,Toronto,0.8,Product A,Product Quality,2,14,Resolved
Everything worked perfectly.,Positive,Yelp,2023-08-28 18:42:00,user11301,Sydney,0.75,Premium Plan,Usability,5,134,Resolved
User experience is fantastic.,Positive,Twitter,2023-08-24 20:36:00,user11302,Dubai,0.89,Product B,Refund,5,107,Resolved
Instructions were confusing.,Negative,Email,2023-09-29 09:13:00,user11303,New York,0.72,Delivery Service,Customer Support,3,139,Resolved
Average performance.,Neutral,Twitter,2023-07-11 08:19:00,user11304,London,0.94,Delivery Service,Website Experience,5,156,Resolved
Amazing service!,Positive,TripAdvisor,2023-09-17 08:19:00,user11305,Toronto,0.76,Customer Portal,Customer Support,1,127,Resolved
I will definitely recommend this to friends.,Positive,Spotify,2023-08-31 20:12:00,user11306,Dubai,0.87,Mobile App,Customer Support,1,65,Resolved
Instructions were confusing.,Negative,Email,2023-08-01 18:59:00,user11307,Toronto,0.84,Customer Portal,Customer Support,1,102,Pending
Neutral feeling about the experience.,Neutral,Yelp,2023-08-26 01:01:00,user11308,London,0.74,Customer Portal,Refund,2,170,Pending
Not worth the money.,Negative,Website Testimonial,2023-08-09 06:30:00,user11309,Paris,0.71,Mobile App,Refund,4,74,Pending
"Met expectations, no issues.",Neutral,ChatSupport,2023-07-23 11:31:00,user11310,Sydney,0.88,Product A,Website Experience,1,168,Escalated
Service quality was consistent.,Neutral,IMDb,2023-09-21 12:17:00,user11311,New York,0.78,Product B,Customer Support,3,33,Pending
"Terrible experience, very disappointed.",Negative,IMDb,2023-07-10 23:47:00,user11312,Berlin,0.94,Customer Portal,Billing,2,57,Resolved
Experience was fair.,Neutral,Spotify,2023-06-06 10:48:00,user11313,Berlin,0.7,Mobile App,Technical,4,139,Pending
Average performance.,Neutral,IMDb,2023-06-17 11:23:00,user11314,Dubai,0.88,Delivery Service,Website Experience,3,126,Resolved
Great quality and quick delivery.,Positive,Email,2023-08-26 20:51:00,user11315,Mumbai,0.94,Customer Portal,Customer Support,4,58,Resolved
I will definitely recommend this to friends.,Positive,ChatSupport,2023-06-15 12:00:00,user11316,Dubai,0.81,Premium Plan,Billing,3,141,Resolved
Very satisfied with the response.,Positive,Yelp,2023-07-30 13:24:00,user11317,Paris,0.75,Premium Plan,Product Quality,2,40,Resolved
Excellent support team.,Positive,IMDb,2023-07-13 12:16:00,user11318,New York,0.83,Product B,Billing,4,29,Resolved
Product arrived damaged.,Negative,Amazon Reviews,2023-08-01 18:23:00,user11319,Toronto,0.74,Website,Usability,4,112,Escalated
"Terrible experience, very disappointed.",Negative,ChatSupport,2023-06-28 00:16:00,user11320,Singapore,0.87,Gift Card,Billing,2,63,Escalated
Amazing service!,Positive,ChatSupport,2023-07-05 00:48:00,user11321,Mumbai,0.94,Subscription,Delivery,2,39,Resolved
Amazing service!,Positive,Website Testimonial,2023-09-15 04:29:00,user11322,Paris,0.84,Customer Portal,Technical,2,126,Resolved
Great quality and quick delivery.,Positive,TripAdvisor,2023-07-18 16:42:00,user11323,Dubai,0.77,Subscription,Technical,1,96,Escalated
I will definitely recommend this to friends.,Positive,Amazon Reviews,2023-06-06 15:28:00,user11324,Los Angeles,0.93,Mobile App,Website Experience,5,180,Resolved
Received wrong item.,Negative,Spotify,2023-06-26 07:41:00,user11325,Sydney,0.92,Customer Portal,Customer Support,4,123,Resolved
Very satisfied with the response.,Positive,Website Testimonial,2023-08-22 02:24:00,user11326,New York,0.85,Customer Portal,Delivery,1,58,Resolved
Neither good nor bad.,Neutral,TripAdvisor,2023-08-23 22:33:00,user11327,Dubai,0.83,Subscription,Refund,3,133,Resolved
Website kept crashing.,Negative,Twitter,2023-09-06 05:46:00,user11328,Dubai,0.75,Product B,Refund,4,123,Resolved
Fast and friendly communication.,Positive,Twitter,2023-08-10 06:50:00,user11329,London,0.86,Premium Plan,Website Experience,5,125,Resolved
Received wrong item.,Negative,ChatSupport,2023-08-18 03:04:00,user11330,New York,0.86,Subscription,Usability,3,82,Resolved
Experience was fair.,Neutral,IMDb,2023-08-16 22:58:00,user11331,Berlin,0.8,Product B,Product Quality,5,116,Resolved
Product quality is acceptable.,Neutral,Twitter,2023-07-25 08:34:00,user11332,London,0.82,Product A,Usability,4,98,Resolved
Great quality and quick delivery.,Positive,Yelp,2023-09-14 15:07:00,user11333,Berlin,0.84,Delivery Service,Billing,1,166,Resolved
Response time could be better.,Neutral,Email,2023-06-05 04:07:00,user11334,Mumbai,0.86,Customer Portal,Customer Support,1,12,Escalated
Product quality is acceptable.,Neutral,Website Testimonial,2023-07-12 22:31:00,user11335,Dubai,0.79,Subscription,Technical,3,85,Resolved
Neither good nor bad.,Neutral,ChatSupport,2023-06-21 18:25:00,user11336,Paris,0.85,Customer Portal,Technical,2,73,Resolved
Service quality was consistent.,Neutral,Email,2023-09-22 05:50:00,user11337,Sydney,0.87,Product B,Usability,3,41,Resolved
"Terrible experience, very disappointed.",Negative,Twitter,2023-06-17 09:26:00,user11338,London,0.8,Website,Product Quality,4,34,Resolved
Not worth the money.,Negative,Email,2023-09-26 19:50:00,user11339,Dubai,0.89,Website,Usability,5,44,Resolved
